"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"02.04.2024","31.846,27","31.161,82","31.847,21","31.161,82","","2,20%"
"01.04.2024","31.161,82","31.501,04","31.621,05","31.137,55","","-1,08%"
"29.03.2024","31.501,04","31.166,27","31.584,64","31.166,27","","1,07%"
"28.03.2024","31.166,27","31.261,80","31.294,65","30.927,84","","-0,31%"
"27.03.2024","31.261,80","31.202,14","31.420,96","31.126,76","","0,19%"
"26.03.2024","31.202,14","31.322,28","31.722,53","30.935,99","","-0,38%"
"25.03.2024","31.322,28","31.507,72","31.578,97","31.311,68","","-0,59%"
"22.03.2024","31.507,72","31.437,64","31.621,16","31.175,99","","0,22%"
"21.03.2024","31.437,64","30.640,22","31.440,13","30.640,22","","2,60%"
"20.03.2024","30.640,22","30.766,20","31.123,22","30.486,00","","-0,41%"
"19.03.2024","30.766,20","30.850,84","30.882,48","30.549,21","","-0,27%"
"18.03.2024","30.850,84","30.382,57","30.871,89","30.382,57","","1,54%"
"15.03.2024","30.382,57","30.969,99","30.969,99","30.367,65","","-1,90%"
"14.03.2024","30.969,99","31.028,73","31.100,51","30.588,94","","-0,19%"
"13.03.2024","31.028,73","30.918,86","31.452,82","30.915,92","","0,36%"
"12.03.2024","30.918,86","30.621,79","30.936,61","30.380,13","","0,97%"
"11.03.2024","30.621,79","30.964,63","30.964,63","30.433,40","","-1,11%"
"08.03.2024","30.964,63","30.508,31","31.584,42","30.508,31","","1,50%"
"07.03.2024","30.508,31","29.852,08","30.769,55","29.852,08","","2,20%"
"06.03.2024","29.852,08","29.620,38","29.930,27","29.227,38","","0,78%"
"05.03.2024","29.620,38","29.408,66","29.805,64","29.408,66","","0,72%"
"04.03.2024","29.408,66","28.367,68","29.442,26","28.367,68","","3,67%"
"01.03.2024","28.367,68","28.401,96","28.634,27","28.335,36","","-0,12%"
"29.02.2024","28.401,96","28.440,46","28.587,39","28.236,11","","-0,14%"
"27.02.2024","28.440,46","28.548,26","28.702,95","28.213,04","","-0,38%"
"26.02.2024","28.548,26","28.471,09","28.613,88","28.342,77","","0,27%"
"23.02.2024","28.471,09","28.253,84","28.655,20","28.253,84","","0,77%"
"22.02.2024","28.253,84","27.828,15","28.339,76","27.828,15","","1,53%"
"21.02.2024","27.828,15","28.071,96","28.071,96","27.758,23","","-0,87%"
"20.02.2024","28.071,96","27.766,36","28.076,70","27.691,00","","1,10%"
"19.02.2024","27.766,36","27.902,20","27.902,20","27.674,73","","-0,49%"
"16.02.2024","27.902,20","28.267,09","28.305,03","27.890,97","","-1,29%"
"15.02.2024","28.267,09","26.776,64","28.538,20","26.776,64","","5,57%"
"05.02.2024","26.776,64","26.523,21","26.803,22","26.518,97","","0,96%"
"02.02.2024","26.523,21","26.258,77","26.523,29","26.258,77","","1,01%"
"01.02.2024","26.258,77","26.278,24","26.278,24","25.976,55","","-0,07%"
"31.01.2024","26.278,24","26.668,18","26.668,18","26.223,56","","-1,46%"
"30.01.2024","26.668,18","26.740,39","26.826,76","26.622,28","","-0,27%"
"29.01.2024","26.740,39","26.552,81","26.741,12","26.551,80","","0,71%"
"26.01.2024","26.552,81","26.630,84","26.677,26","26.478,97","","-0,29%"
"25.01.2024","26.630,84","26.206,66","26.636,62","26.206,66","","1,62%"
"24.01.2024","26.206,66","26.257,67","26.333,30","26.177,30","","-0,19%"
"23.01.2024","26.257,67","26.199,14","26.321,88","26.078,41","","0,22%"
"22.01.2024","26.199,14","25.974,03","26.343,85","25.974,03","","0,87%"
"19.01.2024","25.974,03","24.799,45","25.974,03","24.799,45","","4,74%"
"18.01.2024","24.799,45","24.606,51","24.887,28","24.606,51","","0,78%"
"17.01.2024","24.606,51","24.755,90","24.851,07","24.540,48","","-0,60%"
"16.01.2024","24.755,90","24.943,68","24.985,27","24.675,83","","-0,75%"
"15.01.2024","24.943,68","24.897,76","25.143,61","24.897,76","","0,18%"
"12.01.2024","24.897,76","24.943,75","25.015,75","24.778,20","","-0,18%"
"11.01.2024","24.943,75","24.815,84","25.025,55","24.815,84","","0,52%"
"10.01.2024","24.815,84","24.878,96","24.880,27","24.700,06","","-0,25%"
"09.01.2024","24.878,96","24.797,80","25.090,03","24.797,80","","0,33%"
"08.01.2024","24.797,80","24.676,16","24.969,87","24.676,16","","0,49%"
"05.01.2024","24.676,16","24.786,41","24.850,16","24.627,74","","-0,44%"
"04.01.2024","24.786,41","24.805,81","24.894,06","24.696,92","","-0,08%"
"03.01.2024","24.805,81","25.380,12","25.380,12","24.734,84","","-2,26%"
"02.01.2024","25.380,12","25.574,95","25.605,13","25.242,83","","-0,76%"
"29.12.2023","25.574,95","25.517,32","25.594,57","25.441,65","","0,23%"
"28.12.2023","25.517,32","25.528,31","25.615,74","25.413,27","","-0,04%"
"27.12.2023","25.528,31","25.242,71","25.552,94","25.242,71","","1,13%"
"26.12.2023","25.242,71","25.016,71","25.243,95","25.016,71","","0,90%"
"25.12.2023","25.016,71","24.966,35","25.134,34","24.966,35","","0,20%"
"22.12.2023","24.966,35","24.782,20","24.979,37","24.782,20","","0,74%"
"21.12.2023","24.782,20","24.986,36","24.986,36","24.629,02","","-0,82%"
"20.12.2023","24.986,36","24.877,71","25.015,81","24.877,71","","0,44%"
"19.12.2023","24.877,71","24.918,53","24.993,47","24.698,57","","-0,16%"
"18.12.2023","24.918,53","24.939,28","24.953,34","24.684,75","","-0,08%"
"15.12.2023","24.939,28","24.897,53","25.042,21","24.832,00","","0,17%"
"14.12.2023","24.897,53","24.631,43","24.901,44","24.631,43","","1,08%"
"13.12.2023","24.631,43","24.523,55","24.646,31","24.502,63","","0,44%"
"12.12.2023","24.523,55","24.410,23","24.630,35","24.410,23","","0,46%"
"11.12.2023","24.410,23","24.296,16","24.435,13","24.296,16","","0,47%"
"08.12.2023","24.296,16","24.089,61","24.488,47","24.089,61","","0,86%"
"07.12.2023","24.089,61","24.188,76","24.276,24","24.084,65","","-0,41%"
"06.12.2023","24.188,76","24.155,61","24.343,80","24.145,77","","0,14%"
"05.12.2023","24.155,61","24.325,97","24.325,97","24.022,61","","-0,70%"
"04.12.2023","24.325,97","24.452,12","24.565,66","24.256,57","","-0,52%"
"01.12.2023","24.452,12","24.424,32","24.472,96","24.255,47","","0,11%"
"30.11.2023","24.424,32","24.338,76","24.425,52","24.175,67","","0,35%"
"29.11.2023","24.338,76","24.254,64","24.450,63","24.201,83","","0,35%"
"28.11.2023","24.254,64","23.951,94","24.280,39","23.919,52","","1,26%"
"27.11.2023","23.951,94","24.247,01","24.333,50","23.940,67","","-1,22%"
"24.11.2023","24.247,01","24.249,71","24.266,83","24.202,18","","-0,13%"
"23.11.2023","24.278,92","24.319,83","24.362,99","24.169,11","","-0,17%"
"22.11.2023","24.319,83","24.578,32","24.578,32","24.220,69","","-1,05%"
"21.11.2023","24.578,32","24.244,26","24.593,42","24.244,26","","1,38%"
"20.11.2023","24.244,26","24.303,61","24.303,61","24.167,80","","-0,24%"
"17.11.2023","24.303,61","24.254,37","24.380,25","24.173,60","","0,20%"
"16.11.2023","24.254,37","24.253,17","24.315,34","24.092,53","","0,00%"
"15.11.2023","24.253,17","24.001,93","24.433,25","24.001,93","","1,05%"
"14.11.2023","24.001,93","23.891,77","24.110,86","23.891,77","","0,46%"
"13.11.2023","23.891,77","23.445,82","24.135,29","23.445,82","","1,90%"
"10.11.2023","23.445,82","23.521,59","23.521,59","23.363,08","","-0,32%"
"09.11.2023","23.521,59","23.468,24","23.524,62","23.352,89","","0,23%"
"08.11.2023","23.468,24","23.337,51","23.541,43","23.286,53","","0,56%"
"07.11.2023","23.337,51","23.220,34","23.339,93","23.172,13","","0,50%"
"06.11.2023","23.220,34","23.045,95","23.387,60","23.045,95","","0,76%"
"03.11.2023","23.045,95","22.965,34","23.059,43","22.911,59","","0,35%"
"02.11.2023","22.965,34","22.253,85","22.965,34","22.253,85","","3,20%"
"01.11.2023","22.253,85","22.202,04","22.381,37","22.162,35","","0,23%"
"31.10.2023","22.202,04","22.438,58","22.522,35","22.143,28","","-1,05%"
"30.10.2023","22.438,58","22.377,86","22.515,31","22.320,95","","0,27%"
"27.10.2023","22.377,86","22.311,43","22.485,94","22.311,43","","0,30%"
"26.10.2023","22.311,43","22.838,19","22.838,19","22.293,47","","-2,31%"
"25.10.2023","22.838,19","22.787,36","23.057,15","22.787,36","","0,22%"
"24.10.2023","22.787,36","22.724,11","22.816,36","22.557,95","","0,28%"
"23.10.2023","22.724,11","23.167,34","23.167,34","22.698,46","","-1,91%"
"20.10.2023","23.167,34","22.974,16","23.168,93","22.844,54","","0,84%"
"19.10.2023","22.974,16","22.810,71","23.036,06","22.781,88","","0,72%"
"18.10.2023","22.810,71","23.252,23","23.252,23","22.785,84","","-1,90%"
"17.10.2023","23.252,23","23.162,53","23.431,40","23.162,53","","0,39%"
"16.10.2023","23.162,53","23.460,66","23.460,66","23.088,55","","-1,27%"
"13.10.2023","23.460,66","23.428,43","23.482,32","23.305,25","","0,14%"
"12.10.2023","23.428,43","23.175,19","23.432,18","23.175,19","","1,09%"
"11.10.2023","23.175,19","22.862,55","23.313,99","22.862,55","","1,37%"
"06.10.2023","22.862,55","22.744,79","22.926,47","22.744,79","","0,52%"
"05.10.2023","22.744,79","22.448,90","22.785,03","22.448,90","","1,32%"
"04.10.2023","22.448,90","22.719,10","22.719,10","22.321,82","","-1,19%"
"03.10.2023","22.719,10","22.853,02","22.921,83","22.711,95","","-0,49%"
"02.10.2023","22.830,92","22.875,91","22.888,47","22.781,41","","1,88%"
"28.09.2023","22.409,60","22.338,38","22.523,81","22.303,40","","0,32%"
"27.09.2023","22.338,38","22.228,21","22.346,46","22.121,10","","0,50%"
"26.09.2023","22.228,21","22.509,30","22.509,30","22.228,21","","-1,25%"
"25.09.2023","22.509,30","22.377,62","22.624,82","22.374,25","","0,59%"
"22.09.2023","22.377,62","22.399,31","22.437,03","22.187,02","","-0,10%"
"21.09.2023","22.399,31","22.696,36","22.696,36","22.363,63","","-1,31%"
"20.09.2023","22.696,36","22.854,32","22.911,98","22.681,50","","-0,69%"
"19.09.2023","22.854,32","22.971,45","23.107,02","22.854,32","","-0,51%"
"18.09.2023","22.971,45","23.517,14","23.517,14","22.971,45","","-2,32%"
"15.09.2023","23.517,14","23.240,16","23.517,47","23.180,16","","1,19%"
"14.09.2023","23.240,16","22.875,13","23.240,70","22.875,13","","1,60%"
"13.09.2023","22.875,13","22.940,66","23.067,64","22.837,21","","-0,29%"
"12.09.2023","22.940,66","22.646,69","22.963,54","22.634,08","","1,30%"
"11.09.2023","22.646,69","22.918,95","22.958,49","22.595,19","","-1,19%"
"08.09.2023","22.918,95","23.065,70","23.065,70","22.803,70","","-0,64%"
"07.09.2023","23.065,70","23.323,76","23.323,76","23.051,81","","-1,11%"
"06.09.2023","23.323,76","23.341,17","23.465,72","23.308,68","","-0,07%"
"05.09.2023","23.341,17","23.386,76","23.386,76","23.200,72","","-0,19%"
"04.09.2023","23.386,76","23.115,83","23.386,76","23.115,83","","1,17%"
"01.09.2023","23.115,83","23.191,90","23.303,87","23.107,82","","-0,33%"
"31.08.2023","23.191,90","23.349,76","23.349,76","23.151,90","","-0,68%"
"30.08.2023","23.349,76","23.197,04","23.522,21","23.197,04","","0,66%"
"29.08.2023","23.197,04","23.058,83","23.221,20","22.983,03","","0,60%"
"28.08.2023","23.058,83","23.006,79","23.234,89","23.006,79","","0,23%"
"25.08.2023","23.006,79","23.659,04","23.659,04","22.998,14","","-2,76%"
"24.08.2023","23.659,04","23.214,78","23.773,39","23.214,78","","1,91%"
"23.08.2023","23.214,78","22.865,25","23.215,42","22.863,64","","1,53%"
"22.08.2023","22.865,25","22.665,81","22.991,78","22.665,81","","0,88%"
"21.08.2023","22.665,81","22.722,46","22.897,82","22.583,51","","-0,25%"
"18.08.2023","22.722,46","23.020,00","23.047,77","22.667,80","","-1,29%"
"17.08.2023","23.020,00","22.906,65","23.096,61","22.670,98","","0,49%"
"16.08.2023","22.906,65","22.791,21","22.906,84","22.617,92","","0,51%"
"15.08.2023","22.791,21","22.646,28","22.939,45","22.646,28","","0,64%"
"14.08.2023","22.646,28","22.794,91","22.794,91","22.480,00","","-0,65%"
"11.08.2023","22.794,91","22.919,59","23.163,35","22.792,32","","-0,54%"
"10.08.2023","22.919,59","23.286,44","23.286,44","22.869,91","","-1,58%"
"09.08.2023","23.286,44","23.271,10","23.433,64","23.100,80","","0,07%"
"08.08.2023","23.271,10","23.474,38","23.533,23","23.147,34","","-0,87%"
"07.08.2023","23.474,38","23.153,27","23.567,54","23.153,27","","1,39%"
"04.08.2023","23.153,27","23.321,19","23.321,19","22.997,45","","-0,72%"
"02.08.2023","23.321,19","23.800,38","23.833,56","23.223,59","","-2,01%"
"01.08.2023","23.800,38","23.728,03","23.868,75","23.590,21","","0,30%"
"31.07.2023","23.728,03","24.020,54","24.337,26","23.551,77","","-1,22%"
"28.07.2023","24.020,54","23.902,56","24.137,84","23.830,74","","0,49%"
"27.07.2023","23.902,56","23.830,43","24.025,96","23.830,43","","0,30%"
"26.07.2023","23.830,43","23.960,63","24.049,98","23.744,07","","-0,54%"
"25.07.2023","23.960,63","23.663,02","24.107,94","23.663,02","","1,26%"
"24.07.2023","23.663,02","23.550,37","23.788,83","23.482,34","","0,48%"
"21.07.2023","23.550,37","23.901,16","23.901,16","23.155,79","","-1,47%"
"20.07.2023","23.901,16","23.913,05","24.032,43","23.839,23","","-0,05%"
"19.07.2023","23.913,05","24.059,06","24.290,12","23.853,10","","-0,61%"
"18.07.2023","24.059,06","24.227,32","24.366,98","23.989,45","","-0,69%"
"17.07.2023","24.227,32","24.177,87","24.242,53","24.080,24","","0,20%"
"14.07.2023","24.177,87","23.816,74","24.182,72","23.816,74","","1,52%"
"13.07.2023","23.816,74","23.531,36","24.100,34","23.531,36","","1,21%"
"12.07.2023","23.531,36","23.364,57","23.531,47","23.282,22","","0,71%"
"11.07.2023","23.364,57","22.901,26","23.364,95","22.901,26","","2,02%"
"10.07.2023","22.901,26","22.926,50","23.178,50","22.900,75","","-0,11%"
"07.07.2023","22.926,50","23.007,17","23.151,50","22.860,17","","-0,35%"
"06.07.2023","23.007,17","23.515,98","23.515,98","23.005,48","","-2,16%"
"05.07.2023","23.515,98","23.664,25","23.708,13","23.415,95","","-0,63%"
"04.07.2023","23.664,25","23.448,50","23.676,81","23.432,22","","0,92%"
"03.07.2023","23.448,50","23.217,22","23.514,19","23.217,22","","1,00%"
"30.06.2023","23.217,22","23.148,13","23.228,01","22.923,96","","0,30%"
"29.06.2023","23.148,13","23.137,73","23.395,96","23.072,81","","0,04%"
"28.06.2023","23.137,73","23.044,14","23.304,97","23.044,14","","0,41%"
"27.06.2023","23.044,14","23.294,88","23.294,88","23.044,00","","-1,08%"
"26.06.2023","23.294,88","23.530,57","23.530,57","23.219,67","","-1,00%"
"21.06.2023","23.530,57","23.518,82","23.641,06","23.410,62","","0,05%"
"20.06.2023","23.518,82","23.698,16","23.698,16","23.403,57","","-0,76%"
"19.06.2023","23.698,16","23.784,49","23.787,17","23.598,32","","-0,36%"
"16.06.2023","23.784,49","23.864,94","23.876,72","23.659,29","","-0,34%"
"15.06.2023","23.864,94","23.718,81","23.919,72","23.718,81","","0,62%"
"14.06.2023","23.718,81","23.764,05","23.764,05","23.618,45","","-0,19%"
"13.06.2023","23.764,05","23.124,25","23.794,97","23.124,25","","2,77%"
"12.06.2023","23.124,25","22.841,31","23.177,19","22.841,31","","1,24%"
"09.06.2023","22.841,31","22.558,56","22.870,07","22.558,56","","1,25%"
"08.06.2023","22.558,56","22.903,84","22.903,84","22.467,23","","-1,51%"
"07.06.2023","22.903,84","22.584,18","22.903,93","22.584,18","","1,42%"
"06.06.2023","22.584,18","22.488,55","22.644,55","22.424,24","","0,43%"
"05.06.2023","22.488,55","22.617,63","22.617,63","22.449,61","","-0,57%"
"02.06.2023","22.617,63","22.257,13","22.699,42","22.257,13","","1,62%"
"01.06.2023","22.257,13","22.441,02","22.441,02","22.176,19","","-0,82%"
"31.05.2023","22.441,02","22.611,68","22.611,68","22.206,47","","-0,75%"
"30.05.2023","22.611,68","22.609,55","22.686,54","22.534,69","","0,01%"
"29.05.2023","22.609,55","22.428,57","22.781,15","22.428,57","","0,81%"
"26.05.2023","22.428,57","21.752,98","22.455,84","21.752,98","","3,11%"
"25.05.2023","21.752,98","21.226,48","21.756,01","21.226,48","","2,48%"
"24.05.2023","21.226,48","21.335,22","21.338,51","21.129,14","","-0,51%"
"23.05.2023","21.335,22","21.340,54","21.398,10","21.197,58","","-0,02%"
"22.05.2023","21.340,54","21.380,03","21.412,81","21.267,76","","-0,18%"
"19.05.2023","21.380,03","21.246,91","21.402,67","21.246,50","","0,63%"
"18.05.2023","21.246,91","20.899,12","21.335,22","20.899,12","","1,66%"
"17.05.2023","20.899,12","20.486,69","20.964,02","20.486,69","","2,01%"
"16.05.2023","20.486,69","20.183,77","20.590,21","20.183,77","","1,50%"
"15.05.2023","20.183,77","20.230,73","20.301,17","20.179,49","","-0,23%"
"12.05.2023","20.230,73","20.288,86","20.336,83","20.127,87","","-0,29%"
"11.05.2023","20.288,86","20.448,29","20.532,84","20.273,36","","-0,78%"
"10.05.2023","20.448,29","20.680,79","20.680,79","20.351,76","","-1,12%"
"09.05.2023","20.680,79","20.515,48","20.681,00","20.498,28","","0,81%"
"08.05.2023","20.515,48","20.385,47","20.648,63","20.385,47","","0,64%"
"05.05.2023","20.385,47","20.320,55","20.455,60","20.318,95","","0,32%"
"04.05.2023","20.320,55","20.266,81","20.366,29","20.217,18","","0,27%"
"03.05.2023","20.266,81","20.387,96","20.387,96","20.193,48","","-0,59%"
"02.05.2023","20.387,96","20.305,64","20.420,08","20.182,00","","0,41%"
"28.04.2023","20.305,64","20.030,02","20.308,20","20.030,02","","1,38%"
"27.04.2023","20.030,02","19.907,43","20.106,95","19.846,55","","0,62%"
"26.04.2023","19.907,43","20.039,18","20.039,18","19.835,86","","-0,66%"
"25.04.2023","20.039,18","20.458,49","20.458,49","20.028,29","","-2,05%"
"24.04.2023","20.458,49","20.520,90","20.548,73","20.338,24","","-0,30%"
"21.04.2023","20.520,90","20.678,12","20.874,56","20.505,50","","-0,76%"
"20.04.2023","20.678,12","20.653,65","20.814,61","20.591,94","","0,12%"
"19.04.2023","20.653,65","20.832,83","20.910,84","20.626,89","","-0,86%"
"18.04.2023","20.832,83","21.025,16","21.025,16","20.792,41","","-0,91%"
"17.04.2023","21.025,16","20.993,34","21.025,18","20.848,19","","0,15%"
"14.04.2023","20.993,34","20.782,89","21.106,76","20.782,89","","1,01%"
"13.04.2023","20.782,89","21.113,52","21.113,52","20.781,74","","-1,57%"
"12.04.2023","21.113,52","21.182,70","21.200,12","21.003,60","","-0,33%"
"11.04.2023","21.182,70","21.222,39","21.274,01","21.080,11","","-0,19%"
"10.04.2023","21.222,39","21.246,88","21.298,84","21.195,41","","-0,04%"
"07.04.2023","21.231,82","21.236,21","21.353,80","21.186,79","","-0,02%"
"06.04.2023","21.236,21","21.395,64","21.395,64","21.095,81","","-0,75%"
"31.03.2023","21.395,64","21.386,29","21.552,54","21.360,45","","0,04%"
"30.03.2023","21.386,29","21.175,94","21.424,41","21.175,94","","0,99%"
"29.03.2023","21.175,94","21.056,41","21.271,36","21.003,72","","0,57%"
"28.03.2023","21.056,41","21.312,93","21.312,93","21.031,86","","-1,20%"
"27.03.2023","21.312,93","21.549,04","21.549,04","21.303,94","","-1,10%"
"24.03.2023","21.549,04","21.451,82","21.552,74","21.409,92","","0,45%"
"23.03.2023","21.451,82","21.273,91","21.486,84","21.122,31","","0,84%"
"22.03.2023","21.273,91","20.806,86","21.274,81","20.806,86","","2,24%"
"21.03.2023","20.806,86","20.648,60","20.827,75","20.648,60","","0,77%"
"20.03.2023","20.648,60","20.782,95","20.815,99","20.592,82","","-0,65%"
"17.03.2023","20.782,95","20.335,68","20.782,96","20.335,68","","2,20%"
"16.03.2023","20.335,68","20.397,74","20.478,13","20.284,85","","-0,80%"
"15.03.2023","20.499,48","20.426,99","20.711,67","20.426,99","","0,35%"
"14.03.2023","20.426,99","20.706,96","20.706,96","20.422,50","","-1,35%"
"13.03.2023","20.706,96","20.572,58","20.745,92","20.566,53","","0,46%"
"10.03.2023","20.611,26","20.946,81","20.946,81","20.539,68","","-1,60%"
"09.03.2023","20.946,81","20.965,33","21.111,62","20.946,21","","-0,09%"
"08.03.2023","20.965,33","21.077,64","21.077,64","20.852,04","","-0,53%"
"07.03.2023","21.077,64","20.941,22","21.137,14","20.877,56","","0,65%"
"06.03.2023","20.941,22","20.945,60","21.049,55","20.920,48","","1,01%"
"03.03.2023","20.731,06","20.771,95","20.993,76","20.721,68","","-0,20%"
"02.03.2023","20.771,95","20.848,70","20.848,70","20.624,10","","-0,37%"
"01.03.2023","20.848,70","20.438,35","20.868,69","20.232,17","","2,01%"
"24.02.2023","20.438,35","20.683,27","20.900,61","20.438,35","","-1,18%"
"23.02.2023","20.683,27","20.298,65","20.767,74","20.298,65","","1,89%"
"22.02.2023","20.298,65","20.616,21","20.616,21","20.223,67","","-1,54%"
"21.02.2023","20.616,21","20.614,02","20.638,97","20.517,24","","0,01%"
"20.02.2023","20.614,02","20.590,57","20.681,66","20.442,54","","0,11%"
"17.02.2023","20.590,57","20.835,86","20.835,86","20.492,15","","-1,18%"
"16.02.2023","20.835,86","20.673,20","20.907,45","20.673,20","","0,79%"
"15.02.2023","20.673,20","21.185,23","21.185,23","20.583,99","","-2,42%"
"14.02.2023","21.185,23","21.181,62","21.219,44","21.148,01","","0,79%"
"13.02.2023","21.019,79","21.170,22","21.170,22","20.931,81","","-0,71%"
"10.02.2023","21.170,22","21.116,15","21.180,59","21.080,87","","0,30%"
"09.02.2023","21.107,78","21.124,03","21.124,07","20.983,23","","-0,08%"
"08.02.2023","21.124,03","20.577,92","21.139,82","20.577,92","","2,65%"
"07.02.2023","20.577,92","20.645,34","20.726,15","20.520,86","","-0,33%"
"06.02.2023","20.645,34","21.104,56","21.104,56","20.645,34","","-2,18%"
"03.02.2023","21.104,56","21.042,85","21.106,74","20.905,52","","0,29%"
"02.02.2023","21.042,85","20.665,51","21.052,79","20.665,51","","1,83%"
"01.02.2023","20.665,51","20.377,77","20.665,80","20.377,77","","1,41%"
"31.01.2023","20.377,77","20.908,15","20.908,15","20.359,62","","-2,54%"
"30.01.2023","20.908,15","19.723,35","20.908,32","19.723,35","","6,01%"
"17.01.2023","19.723,35","19.757,47","19.757,47","19.622,84","","-0,17%"
"16.01.2023","19.757,47","19.603,10","19.809,48","19.603,10","","0,79%"
"13.01.2023","19.603,10","19.320,22","19.896,18","19.320,22","","1,46%"
"12.01.2023","19.320,22","19.329,56","19.427,69","19.263,82","","-0,05%"
"11.01.2023","19.329,56","19.364,11","19.447,20","19.258,61","","-0,18%"
"10.01.2023","19.364,11","19.203,27","19.381,93","19.203,27","","0,84%"
"09.01.2023","19.203,27","18.479,62","19.203,27","18.479,62","","3,92%"
"06.01.2023","18.479,62","18.379,34","18.508,60","18.305,01","","0,55%"
"05.01.2023","18.379,34","18.175,16","18.475,18","18.175,16","","1,12%"
"04.01.2023","18.175,16","18.288,06","18.328,52","18.156,79","","-0,62%"
"03.01.2023","18.288,06","18.090,49","18.306,28","17.913,45","","1,09%"
"30.12.2022","18.090,49","18.032,33","18.350,25","18.032,33","","0,32%"
"29.12.2022","18.032,33","18.164,13","18.164,13","17.878,03","","-0,73%"
"28.12.2022","18.164,13","18.420,62","18.420,62","18.017,11","","-1,39%"
"27.12.2022","18.420,62","18.381,25","18.596,47","18.381,25","","0,21%"
"26.12.2022","18.381,25","18.365,42","18.403,44","18.315,75","","0,09%"
"23.12.2022","18.365,42","18.719,75","18.719,75","18.307,91","","-1,89%"
"22.12.2022","18.719,75","18.410,97","18.745,64","18.410,97","","1,68%"
"21.12.2022","18.410,97","18.372,30","18.538,02","18.347,75","","0,21%"
"20.12.2022","18.372,30","18.771,66","18.783,85","18.329,39","","-2,13%"
"19.12.2022","18.771,66","18.927,66","18.927,66","18.701,55","","-0,82%"
"16.12.2022","18.927,66","19.263,00","19.263,00","18.764,22","","-1,74%"
"15.12.2022","19.263,00","19.328,54","19.328,54","19.122,54","","-0,34%"
"14.12.2022","19.328,54","18.966,42","19.328,60","18.966,42","","1,91%"
"13.12.2022","18.966,42","19.106,21","19.160,47","18.949,74","","-0,73%"
"12.12.2022","19.106,21","19.295,91","19.295,91","19.010,72","","-0,98%"
"09.12.2022","19.295,91","18.965,38","19.377,29","18.965,38","","1,74%"
"08.12.2022","18.965,38","19.108,30","19.116,79","18.830,26","","-0,75%"
"07.12.2022","19.108,30","19.312,86","19.455,67","19.108,11","","-1,06%"
"06.12.2022","19.312,86","19.730,85","19.730,85","19.293,41","","-2,12%"
"05.12.2022","19.730,85","19.862,13","19.901,51","19.723,14","","-0,21%"
"02.12.2022","19.772,80","19.846,92","19.879,21","19.631,62","","-0,37%"
"01.12.2022","19.846,92","19.531,31","20.091,98","19.531,31","","1,62%"
"30.11.2022","19.531,31","19.343,50","19.531,69","19.260,63","","0,97%"
"29.11.2022","19.343,50","19.160,67","19.381,14","18.927,81","","0,95%"
"28.11.2022","19.160,67","19.673,30","19.673,30","19.159,20","","-2,61%"
"25.11.2022","19.673,30","19.686,94","19.735,12","19.609,18","","-0,07%"
"24.11.2022","19.686,94","19.458,66","19.687,30","19.458,66","","1,17%"
"23.11.2022","19.458,66","19.429,62","19.612,95","19.394,65","","0,15%"
"22.11.2022","19.429,62","19.232,47","19.435,01","19.040,75","","1,03%"
"21.11.2022","19.232,47","19.392,22","19.451,20","19.201,01","","-0,82%"
"18.11.2022","19.392,22","19.378,51","19.661,69","19.342,89","","0,07%"
"17.11.2022","19.378,51","19.411,37","19.411,37","19.055,38","","-0,17%"
"16.11.2022","19.411,37","19.234,42","19.580,06","19.212,11","","0,92%"
"15.11.2022","19.234,42","18.299,86","19.391,05","18.299,86","","5,11%"
"14.11.2022","18.299,86","18.135,22","18.412,57","18.135,22","","0,91%"
"11.11.2022","18.135,22","17.109,17","18.207,70","17.109,17","","6,00%"
"10.11.2022","17.109,17","17.367,09","17.367,09","17.034,84","","-1,49%"
"09.11.2022","17.367,09","16.732,99","17.367,09","16.732,99","","3,79%"
"08.11.2022","16.732,99","16.494,39","16.783,80","16.494,39","","1,45%"
"07.11.2022","16.494,39","16.186,21","16.570,42","16.186,21","","1,90%"
"04.11.2022","16.186,21","16.212,11","16.239,96","16.013,92","","-0,16%"
"03.11.2022","16.212,11","16.490,50","16.490,50","16.148,68","","-1,69%"
"02.11.2022","16.490,50","16.342,33","16.491,07","16.258,52","","0,91%"
"01.11.2022","16.342,33","16.256,88","16.377,16","16.154,61","","0,53%"
"31.10.2022","16.256,88","15.920,43","16.277,20","15.920,43","","2,11%"
"28.10.2022","15.920,43","16.127,01","16.127,01","15.786,11","","-1,28%"
"27.10.2022","16.127,01","15.806,95","16.191,61","15.806,95","","2,02%"
"26.10.2022","15.806,95","15.702,59","15.897,96","15.666,33","","0,66%"
"25.10.2022","15.702,59","16.184,40","16.184,40","15.686,76","","-2,98%"
"24.10.2022","16.184,40","16.176,14","16.494,65","16.176,14","","0,05%"
"21.10.2022","16.176,14","16.419,94","16.464,69","16.176,14","","-1,48%"
"20.10.2022","16.419,94","16.394,21","16.419,94","16.033,71","","0,16%"
"19.10.2022","16.394,21","16.705,20","16.705,20","16.394,21","","-1,86%"
"18.10.2022","16.705,20","16.445,06","16.766,92","16.445,06","","1,58%"
"17.10.2022","16.445,06","16.799,66","16.799,66","16.306,44","","-2,11%"
"14.10.2022","16.799,66","16.204,15","16.920,39","16.204,15","","3,68%"
